unique_id,person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic
16dd352b-0277-46d6-8125-a393ccc895c3,Helena Ibarra,mayorgacarolina,abrahamposada@example.com,11375137970,1960-02-06,"Viaducto Carvajal 354 Interior 931
Nueva Argentina, TAB 87237",252.812.6090,32:6c:79:81:f2:3b,133.220.49.178,GB25IPGY8485328865885,2025-01-23T03:19:34.473650,1042,94.29,165.15,4424.02
43789275-8900-407e-b70f-21f2342b9d80,Nelly Pilar Alonso Esquibel,colonkarina,cornelio85@example.org,67690096986,2000-03-30,"Eje vial Sur Bermúdez 889 Edif. 910 , Depto. 279
San Daniela los altos, MICH 90181-8938",07113854624,4a:8a:84:cd:a9:d5,40.122.82.242,GB07MGNJ0073014901016,2024-11-20T23:28:49.568300,2126,52.58,141.73,3614.42
783a8b58-4e7c-42ae-abe8-8574bd05638f,Dr. Modesto Preciado,ana-maria71,soriasusana@example.com,69251854506,1995-04-08,"Pasaje Norte Guillen 367 Edif. 012 , Depto. 936
Nueva Australia, SIN 52794",1-370-537-0460x50973,f2:e8:32:2b:06:66,215.181.242.58,GB59ZTVN5371443359776,2024-10-03T18:53:00.617175,3406,23.17,188.36,2421.96
47bf4933-e18a-47fd-9802-5bea6272be3c,Mariano Luevano,casarezcornelio,oheredia@example.org,60795638166,1942-12-02,"Pasaje Letonia 989 Interior 410
San Juan los altos, DF 41310",04333116607,14:9c:c6:96:30:1f,204.118.108.94,GB80JEIK1666253045091,2025-06-01T10:23:01.632229,3595,129.02,158.39,2176.24
938959be-441d-4f7f-9adf-da03aaa5d7c8,Francisco Vázquez Bermúdez,hector89,elisa77@example.org,30752138401,1988-08-13,"Calle Norte Carrera 004 Interior 573
Vieja Malta, GTO 31661-0033",(515)027-2005x4479,62:7a:41:b2:48:18,139.125.253.239,GB12NHTJ6330440744552,2025-05-18T16:16:42.281674,3470,475.9,187.36,522.5
80e540f0-7ea3-4fbc-85b2-b74c37bf93aa,Rosalia Lucas Godínez,osaiz,canovioleta@example.net,11010868179,1962-02-09,"Privada Sur Puente 434 Edif. 231 , Depto. 821
San Ricardo de la Montaña, TAMPS 02843",(590)124-8798x9696,e2:be:cc:74:ef:e5,184.224.158.239,GB12YYBO0746500040969,2025-06-09T20:54:29.303984,2571,271.14,198.68,834.89
06a7210c-82d0-44af-9865-62162dda65c9,Mateo Navarro Cortés,davidmontoya,maria-luisa89@example.net,19029866787,1962-04-28,"Circunvalación Tórrez 700 154
Nueva Gambia, TAMPS 52499-2362",+90(5)5614198625,66:33:d6:11:91:7e,212.203.90.185,GB27TMBT6262184148594,2024-09-15T02:57:20.875802,1914,433.24,115.69,102.47
ef6f4a8b-5d0a-4c96-9080-16b37f31c1dc,Vicente Villanueva,jacintobahena,elena87@example.net,79224741052,1999-04-15,"Retorno Sur Saavedra 193 Interior 228
Nueva Islas Salomón, JAL 30458-4120",1-819-946-0718,d6:3f:0a:50:1e:6a,159.51.250.132,GB71FXFF2137463517631,2024-12-21T14:20:55.261892,2203,450.87,56.35,3387.14
e894ab55-012a-4402-885b-10f014058f38,Yuridia Baca Serna,hector42,qcarmona@example.net,53800302498,2006-04-23,"Eje vial Sur Valverde 266 025
San Mauro los altos, AGS 84448-0663",083-705-2358x9972,0e:ff:c0:3c:92:63,128.220.124.63,GB73RMDN3864368455030,2024-08-03T04:31:32.177715,1663,464.62,96.3,1611.75
741ac330-4f6a-4a29-bc07-d02d872735a7,Samuel Cervántez,de-la-rosarebeca,xlucero@example.org,09584274022,1959-01-19,"Calle Sur Hidalgo 160 Edif. 795 , Depto. 102
Nueva Sierra Leona, SLP 75921-0756",(920)451-2210,ae:b6:f3:29:3d:c6,192.193.147.21,GB08AIDL0364305290155,2025-01-07T15:00:38.958201,3348,325.11,117.61,2998.0
441d8b7d-501a-425b-9394-453f729661fb,Yuridia Indira Lozada Muñoz,nancy60,elisa29@example.net,68811951232,1986-01-26,"Calle Sur Santacruz 961 Edif. 693 , Depto. 206
Vieja Omán, BC 88580-8051",1-820-660-5302x66360,48:94:8d:70:f8:a7,1.120.152.17,GB51MGCF7281407179787,2024-07-21T16:07:36.634939,1956,308.76,97.43,322.93
ae70e096-d3f1-462a-9f5c-f6ad708978a5,Ana Luisa Dulce Terrazas Cavazos,montesnicolas,jaquezadan@example.org,81375537164,1966-01-24,"Privada Norte Caldera 238 Edif. 909 , Depto. 008
Nueva Mauritania, DGO 79503",203.443.0634,4c:df:fe:f0:29:8a,41.18.58.117,GB85XZSD3918543249543,2025-02-05T10:39:42.184207,1778,490.3,85.01,3818.05
a6e142b0-958e-4f85-816f-a29f77912e49,Joaquín Cristal Arguello,lverdugo,angel05@example.net,45825846798,2007-05-24,"Retorno Norte Cintrón 582 Interior 251
San Horacio los bajos, AGS 38283",186-239-4905x22374,96:26:52:25:76:89,195.119.53.124,GB93FJKB6892581276116,2024-12-15T07:29:37.094884,2149,307.35,193.88,2039.18
2e5f40ad-a2c3-4f9b-8372-689b690628da,Sr(a). Carlos Ceballos,abigailvalles,miguel-angelpaez@example.com,63910776549,1965-06-05,"Pasaje Norte Carrero 458 Interior 278
Vieja Barbados, JAL 16056-4579",1-073-363-4328x8536,0a:72:6b:08:fd:f3,197.143.212.40,GB17ASZP0127534080142,2024-09-07T06:36:59.428560,789,192.21,173.13,3634.68
ec76fa08-9bd4-4f73-83f5-3d95e9a23ade,María Elena Amalia Lucio,morosco,luevanoelvia@example.net,29419429187,1980-04-12,"Circunvalación Lugo 782 Edif. 896 , Depto. 101
Nueva Andorra, MEX 18963",+97(5)2836449804,5c:ed:fb:06:45:d1,129.104.201.150,GB84PXIN9954815156718,2025-03-16T09:27:44.982414,2903,18.93,191.85,4080.43
37e9cf2d-f282-4599-a10d-69b851316827,Dolores Antonia Salgado,mondragonclaudio,aurelio57@example.net,86874439085,1954-10-19,"Boulevard Norte Rodarte 264 Interior 733
Vieja Guyana, NAY 26513",01588027182,80:19:12:9d:d3:eb,172.60.188.76,GB42QEBL5478894907744,2025-03-12T17:51:26.582294,2681,96.59,52.36,761.22
0c6ce51f-0edb-43b6-a274-12f4fbb8e30d,Guadalupe Lourdes Barrientos Loya,santillaneloisa,fernandezmario@example.net,28414318593,1972-12-07,"Boulevard Marroquín 735 166
San Adalberto los bajos, SON 75838-9153",824.461.6821x0501,ec:9b:f3:31:52:aa,54.124.121.226,GB69VUQP6663507211345,2025-05-22T12:43:52.012052,729,112.86,162.7,4450.44
1bd91fce-6ca6-458d-b990-c2eea762d7ab,Oswaldo Serafín Iglesias Cornejo,liliamascarenas,dadame@example.com,45958915659,1988-12-03,"Circunvalación Saavedra 263 Edif. 738 , Depto. 314
San Judith los altos, Q. ROO 11870",462-757-0965,42:d0:f3:58:3f:c9,204.198.51.136,GB69WJJL2186254793411,2025-06-20T16:52:07.932355,1896,287.19,149.5,1843.3
a9e8ae1c-8d60-480e-9e85-9a410e91241b,Claudia Cristal Muñiz,rescamilla,obalderas@example.org,01875019703,1968-03-06,"Corredor Niger 107 360
Nueva Polonia, OAX 56694",+80(9)5822763171,b6:2e:21:80:f7:55,211.154.255.212,GB03JJET3917521786480,2024-10-29T06:23:09.597407,3149,431.0,50.7,778.26
ed885dd9-3165-4922-a134-e602d7eb2e9d,Reina Aguirre Montes,iledesma,martin55@example.net,05768899451,1935-03-03,"Diagonal Norte Almonte 675 Edif. 477 , Depto. 928
San José Carlos de la Montaña, CAMP 34869-3227",(461)606-1421,d4:a9:5d:37:94:54,37.215.159.1,GB39JIAQ1130974565109,2025-05-27T23:10:54.350379,383,460.35,177.15,1792.28
b927af3b-a52c-46da-809f-d48c40cdfd5e,Dolores Puga,kgarza,socorro83@example.com,06031748657,2004-02-09,"Circuito Sur Partida 701 Edif. 332 , Depto. 795
San Pamela los bajos, MOR 90412-9394",1-053-285-8284,f2:31:4a:de:ae:30,146.33.121.10,GB51CHKV7822442285013,2024-11-08T03:26:33.917589,1771,411.09,32.24,535.47
1a8ab083-d107-491b-a915-1bc5bc8d06b4,Hugo Concepción Mireles Barrios,esoria,augusto83@example.org,33698512291,1988-11-11,"Viaducto Tabasco 458 Edif. 871 , Depto. 387
San Ana María los altos, NL 67574",925.927.2495x46443,12:2b:76:d4:36:fa,196.106.22.151,GB96LELB5508228759298,2024-11-14T09:28:40.546971,2622,164.38,129.78,3732.0
b2ab1c0d-23f2-4733-b9fa-43d76347d58e,Genaro Verdugo,jsolorio,lvera@example.org,31055118777,1988-02-14,"Calle Norte Crespo 615 Interior 776
Nueva Mongolia, TAB 92696",(437)312-1938,92:e5:85:23:9e:0a,37.230.87.78,GB25HAQU8132139761355,2024-09-07T04:11:56.060548,2587,453.27,34.15,3864.47
c1933c2f-4da0-45bd-a895-1ab1f2aba9ff,Guillermo Ángel Reyes,cordovasilvano,raulpabon@example.com,89370950159,1936-02-02,"Privada Sur Laboy 957 Interior 631
Vieja República Unida de Tanzanía, TLAX 07437",014.878.2696,ba:7e:e8:b1:72:19,164.52.253.203,GB23BFBN7183663049985,2024-07-30T22:21:17.213581,1496,18.36,197.32,1216.15
a49587d8-b408-47fd-89c8-e1e456359879,Sr(a). Camila Rivero,dibarra,jose-manuelberrios@example.com,52670206490,2004-11-07,"Cerrada Argentina 470 Edif. 130 , Depto. 737
Vieja Maldivas, MEX 32752-2078",824-923-4073,0a:52:e1:15:e0:d5,125.166.157.172,GB77BPIM2106158509290,2025-01-28T09:48:11.157624,2363,274.51,133.55,2979.84
50879356-50f1-495a-9f42-ea4ca8d1a934,Mariano Amelia Quezada Chacón,augusto91,pascual53@example.com,61270679469,1951-06-06,"Andador Delgadillo 031 589
San Marisol los altos, COAH 29232-5993",03749299270,ca:ad:3c:a8:f1:ff,208.217.81.202,GB09JWSU4059311109500,2025-05-26T15:17:36.197266,1929,400.75,156.07,2850.54
2270b44a-7ec9-43c4-9e38-031f10dfe693,Raquel Rodrigo Cepeda,natividadpalomino,gustavo80@example.org,40712339841,1957-10-03,"Periférico Estados Unidos de América 963 Interior 337
San Reynaldo de la Montaña, SIN 99563-0574",+32(0)3339326603,f8:d8:31:68:f2:db,200.94.196.240,GB61DHME3175802737645,2024-11-21T03:05:02.075117,3509,229.89,144.24,1960.49
6551c620-caea-497d-b44c-7897e2f51a1b,Sr(a). Zoé Loya,aldonzaescalante,aparicionorma@example.net,32940263174,1994-02-12,"Calzada México 073 459
San César los bajos, BCS 32787-9211",313-536-4559,14:4e:34:3a:f0:25,96.128.168.181,GB75VUPV0206321449526,2024-12-22T01:55:23.487931,1898,464.41,130.92,334.51
133ce561-0d01-4997-8762-3e5ef9fc381e,Ofelia María Eugenia Ávila Leal,sarasevilla,maria-del-carmentapia@example.com,66110792042,1965-08-17,"Circunvalación Figueroa 418 Edif. 026 , Depto. 092
Vieja República Árabe Siria, QRO 71313",1-431-913-1837x327,bc:34:d2:0b:94:33,209.37.237.220,GB88NRHT5757069685393,2024-08-28T20:24:38.664017,2623,184.03,115.62,2977.28
1b5cf6b1-4f82-409a-a386-76880b55fc28,Amalia Pilar Solís,vargasabigail,anelperales@example.com,82678501352,1943-11-22,"Circunvalación Norte de la Fuente 908 Edif. 880 , Depto. 600
San Clara los bajos, BC 69916-2756",1-766-458-3976,38:72:35:b9:81:dd,99.140.125.123,GB08MLOR8503050778339,2025-01-11T21:18:04.238087,2422,321.34,159.45,3774.16
b112043d-8c4e-484f-9b7a-035344a828b2,Ana Luisa Pulido,yespinoza,guajardogeorgina@example.org,21815686767,1955-03-02,"Andador Olivera 243 992
Vieja Panamá, DF 74444",601.881.7857,b6:82:b3:bf:cd:f8,217.15.68.52,GB32WMYW9607271320354,2025-05-23T17:49:29.731165,341,117.69,109.43,1465.52
4d01b2e8-3368-4f4c-8fdf-5af2d221611e,Anel Ramiro Lozano,acamarillo,srivero@example.net,90878875062,1953-10-10,"Privada Urías 843 476
Vieja República de Corea, TLAX 28157",838-759-9007x60971,c0:13:ce:9a:9d:23,49.236.168.0,GB59PYGO0363662521865,2025-02-19T19:29:50.595294,2549,211.88,110.52,1211.79
89408e8f-b666-4bf9-b233-e99c7854f00f,Indira Rosas Rico,nadia73,varroyo@example.org,82201951207,1962-09-14,"Circunvalación Guanajuato 905 Interior 213
Nueva Malasia, SIN 97985-0760",000.871.7036x854,de:1a:ec:fd:85:f5,203.201.182.64,GB60FUCT6922446337304,2025-03-20T08:34:04.631894,1044,289.39,129.54,1411.76
00b109c7-a1ce-479a-acbc-d5ecc228951b,Inés Espartaco Tafoya Ramírez,martinlopez,nbotello@example.com,41761992894,1951-01-03,"Prolongación de Jesús 163 Edif. 857 , Depto. 179
Vieja Finlandia, MOR 44435",01849492144,0a:b2:de:e5:0c:c8,161.120.233.81,GB30AXHS5635324962583,2025-05-26T09:57:52.640624,2675,241.32,166.35,1353.62
ac8baf55-a504-48c1-b32d-1fc04f3e3883,Antonio Bruno Terán,cristinaramon,eveliosandoval@example.com,41157662143,1966-05-18,"Boulevard Afganistán 928 533
Vieja Palau, CHIH 50649-6243",057.229.2298x23005,18:db:c2:ee:50:4b,44.211.71.179,GB95UNFI8471716912982,2024-07-23T04:12:57.302189,1262,108.25,25.06,1274.82
ec1432c8-c6a9-4854-b7bb-6c2119cb1021,María Eugenia Gerónimo Contreras,adriana37,diana54@example.net,11467618655,1969-05-11,"Pasaje Sur Aguilar 491 528
San Abigail de la Montaña, AGS 68801-2180",1-669-240-5206x609,c0:2d:56:f2:28:f7,197.151.110.6,GB73UFYL7192028757370,2025-05-25T10:01:58.788009,2863,77.21,187.72,3170.72
48d952b8-3317-4a65-bcce-44c19aaa70f9,Josefina Benjamín Orosco,nsolano,jose-carlos13@example.com,89232389612,1947-03-06,"Viaducto Vela 052 Edif. 330 , Depto. 083
Vieja Guinea, YUC 33245-1818",(575)006-9188x6795,c0:86:49:0b:c1:5c,220.194.126.24,GB52QLMK3071450472867,2025-01-28T23:42:30.338713,1743,369.01,130.78,1633.43
37611662-b6ab-42ed-bd00-30e5a44ce5c7,Sara Alonzo Luevano,salazarjorge-luis,velazquezcelia@example.org,87501260019,1964-05-09,"Callejón Sur Zamora 536 Interior 954
Nueva Samoa, CHIS 42215",357-974-5785x2636,b2:35:50:38:c2:8a,196.56.120.144,GB53HLTB4838291998164,2024-07-09T15:17:55.598623,421,49.78,131.56,4734.1
093d5b9b-aaa8-49a7-aaa7-b0c49e35c5b9,Nadia Ríos Espinoza,eduardovillarreal,carmen30@example.org,76175651231,1952-07-10,"Periférico Sur Viera 300 Interior 995
Nueva Tuvalu, TAMPS 28636",576.925.7935x64864,a6:17:fe:81:99:6a,161.241.168.21,GB40YNEB3337473313157,2024-12-15T02:10:25.385980,2598,68.88,134.68,4505.28
94042c3f-6151-4811-9d34-f4ae70c5d729,Óscar Raquel Palomino,ycamacho,arturocastellanos@example.net,73337126038,1964-06-10,"Pasaje Polanco 284 074
San Pablo los altos, CHIS 70308-1733",944-191-8858x7222,42:5c:9a:f9:c2:de,152.96.36.204,GB88DHPM3472360301076,2025-05-03T16:28:54.507692,1269,327.82,179.67,951.57
0c69e8d4-a0b0-4418-a7e5-ceee75cbb29d,Lic. Ana Luisa Magaña,pybarra,espartacozuniga@example.net,36053487009,2005-10-05,"Privada Corona 202 Edif. 273 , Depto. 026
San Mónica los bajos, Q. ROO 39802-3810",1-667-175-3813,7e:c5:8f:90:60:b6,34.56.83.245,GB93XFIE2576531934224,2024-10-31T15:08:03.596911,3349,466.36,41.31,870.67
0b737be0-1319-4f80-ac26-f479cd92961b,Josefina Esther Gonzales Alcántar,concepcionivonne,cedilloelisa@example.org,43893225581,1996-06-23,"Corredor Alemán 362 710
Nueva Bulgaria, TAMPS 43584",711-194-1428,54:41:fe:d2:fe:aa,205.169.130.132,GB13WDGS6093835062600,2024-12-30T00:56:44.235013,2417,113.25,90.63,190.87
2c11e426-8ff0-4ab8-ad55-46a1a11bdfb8,José Carlos Iván Salazar Rolón,mtello,zapatayeni@example.com,46023291092,1947-07-27,"Avenida Sur Valadez 676 Interior 293
Nueva Turquía, NAY 53063",1-909-267-0005x1363,7e:0f:c8:56:c8:b5,139.145.194.63,GB47PFUP4941595599175,2024-09-18T12:43:48.640475,3424,133.89,143.61,2801.88
ad6e460c-197f-4a1f-a557-bff916bd34b7,Ivonne Alfonso Valdez Murillo,oliver96,rojasnatalia@example.com,92928977898,2004-05-21,"Circuito Sur Ferrer 911 Interior 947
San Homero de la Montaña, DGO 61663",(028)955-1459,e4:43:d7:93:2f:ea,66.165.223.152,GB27FHCA1338827555882,2024-09-02T02:05:57.259306,3122,19.18,191.2,2084.36
b5383829-cebd-4aef-96ea-62774a08b3a4,Mauricio Arenas,rafael70,juliaguerra@example.com,25040006550,1976-08-27,"Circunvalación Gastélum 464 727
San Alejandra los altos, QRO 22104",497-340-7535x102,a2:57:5d:1f:8a:fe,185.8.201.236,GB81THMJ9433405406166,2024-07-20T23:49:14.823341,3361,160.11,25.19,3814.44
476c26fe-2dcb-4226-82e6-ef29fb2acb77,Lic. María Luisa Gracia,micaelarivera,natividad63@example.org,56541596237,1987-04-30,"Pasaje Ozuna 472 815
San Karla los bajos, MOR 05546-8917",159-121-6940x3674,0e:94:2a:7c:42:a4,90.179.60.216,GB37SRVY8578441905968,2025-03-21T10:41:21.393411,1691,309.28,174.82,162.5
4bb35e2d-9fe6-48b9-b27e-d372fe47c0cd,Socorro Duarte Acosta,csarabia,alta-gracia89@example.com,86333701810,1978-02-17,"Ampliación Sur Ríos 510 Edif. 948 , Depto. 296
Vieja República Unida de Tanzanía, AGS 00266-5857",1-763-974-8846x54862,a4:6b:3b:d3:e0:9e,145.66.60.94,GB93UESW4497933329842,2025-02-15T06:44:00.334852,3049,122.74,148.41,3142.62
c5ff5cc0-9b46-4c72-a4a3-876305842498,Clemente Omar Carreón Jasso,zaviles,alta-graciamesa@example.net,99214429344,2004-08-17,"Eje vial Norte Téllez 291 373
Vieja Bélgica, TAB 33290",(255)238-3321x1783,06:fe:fd:e6:40:9b,166.106.65.74,GB87NWDY6297800879253,2025-06-03T12:42:31.813952,891,52.07,85.6,1596.12
a5c17e53-b557-4d7e-97c8-7c67ce23a510,Mtro. Bruno Zavala,montenegroclaudio,bernardomadrigal@example.net,12196371517,2005-06-05,"Prolongación Líbano 046 Interior 930
San Omar de la Montaña, AGS 97746",+23(6)0863804570,3e:cc:43:cf:a2:9a,208.27.3.53,GB80DWSF7730182166377,2025-06-15T01:25:58.594093,501,119.49,70.99,3891.16
f3ea9551-60e5-43fe-9f9a-96769ec338be,Julia Figueroa,esperanzalozano,angelochoa@example.net,40510599448,2002-05-11,"Calzada Singapur 771 Interior 639
Vieja República Democrática Popular Lao, YUC 61007-9432",+53(0)5687568842,de:a7:44:cd:40:64,209.61.80.150,GB06OHPJ0053375163432,2025-03-19T02:17:13.739005,3297,229.22,159.84,1963.94
2415f58a-ccda-48ad-b4c6-b4449eda11f5,Rolando Gabriel Peralta Serrano,correaleonel,hamador@example.org,99317629683,2007-02-05,"Corredor Sur Correa 418 Interior 646
Vieja Mauritania, MICH 28086",(023)719-5234,a4:ed:07:8f:48:26,140.13.202.223,GB57YGXO2641149287152,2025-05-23T05:08:14.472371,1081,326.69,180.01,3180.06
fb844207-574a-4978-9c93-b0a0e7b3d614,Arcelia Pichardo,jaimeverduzco,lojeda@example.net,79138678325,1941-09-13,"Callejón Arabia Saudita 444 Interior 216
Vieja Mauricio, ZAC 83891-4949",1-729-543-6181,6e:b8:8b:7d:96:0c,70.82.18.243,GB28EPIP7483743793068,2025-05-04T23:48:45.017782,1762,463.01,44.13,1519.07
a9aa9a30-5e63-4d7a-b2e7-d5976a41f8e7,Gonzalo Marisol Pantoja Mota,ana-mariareyna,yherrera@example.com,34212122476,1935-05-20,"Privada Kazajstán 898 Interior 421
San Reynaldo de la Montaña, JAL 54665-4610",441.512.5922,64:12:85:0a:02:f8,217.26.47.130,GB22ZJKL6210903709274,2024-09-08T14:55:13.699344,1385,307.37,56.42,3604.66
09b1d46e-a982-4242-a8bd-80ea467600eb,Luisa Solorzano Quintana,gloria73,garibaygenaro@example.org,35485714766,1948-05-20,"Retorno Quesada 702 Interior 885
Vieja Arabia Saudita, AGS 64970",1-200-607-2363,12:86:7f:bd:83:23,202.212.113.169,GB57YVRF7972076210427,2024-07-06T16:52:23.126318,3056,422.69,123.96,3980.43
ae6e182e-6bef-48be-83f5-b5d95a9477a5,Perla Hernandes Sepúlveda,juan-carlosmelgar,zacarias52@example.net,65831352920,2000-12-13,"Privada Norte Arriaga 105 Interior 436
San Irma de la Montaña, JAL 97923-7812",06377422528,20:78:f3:55:2d:ec,91.224.190.195,GB60DXDE3268666605953,2024-08-21T02:28:27.952263,2894,435.48,106.28,2761.83
32d04cf1-5c72-41ae-b0c6-3951bbf5117a,María José Federico Rentería Pelayo,vallejopaola,abelolivas@example.org,60956816155,1996-05-03,"Ampliación Sur Montez 617 Interior 118
Nueva Singapur, CHIS 45087",059.263.0662x06848,3c:6c:67:ce:91:a4,218.234.191.150,GB19KJZG3825462309220,2025-01-20T06:45:40.916311,1643,262.22,192.85,4036.75
15a5104a-ca4c-468d-8cb8-9075bd349187,María Luisa Paola Téllez,joaquin99,zelayacarlos@example.org,69135872047,1955-09-27,"Prolongación Norte Velázquez 114 Interior 565
Nueva Timor-Leste, TLAX 15202-3026",504-783-4059x89415,a0:55:2b:5c:d6:ab,208.178.100.148,GB24ZOCO1282449535317,2025-02-05T00:19:25.020408,1458,394.38,126.78,4280.95
9a4cdf63-6d81-4c8b-bebf-0c3e46b5a2f3,Abril Felix Maestas,teresabriones,hinojosagerman@example.net,13767115465,2001-01-17,"Viaducto Norte Espinoza 590 096
Vieja Azerbaiyán, TAMPS 23192",047.312.8726,60:dd:ec:14:a1:ac,222.244.131.236,GB96IYBQ1834066235294,2024-10-31T06:32:24.947575,1230,102.98,198.1,1019.2
7824aad9-e0ad-43af-aba3-40368bcaf992,Dr. José Carlos Rascón,maria-del-carmenmontemayor,perezrosario@example.com,36853801268,1991-08-03,"Avenida Sur Olvera 946 Interior 736
Nueva Kazajstán, SON 83519-6531",1-129-168-1399x2503,1a:9b:bf:2e:b6:8c,148.43.54.24,GB09AKPM4745878179595,2024-12-13T03:27:30.720656,2423,394.66,120.96,4773.14
bba66e3b-a880-4b1c-9784-fb32a3350abf,Reynaldo Orta Valenzuela,hnazario,luisa60@example.com,39125024511,1941-08-24,"Privada Chihuahua 898 Edif. 794 , Depto. 939
San Paola de la Montaña, MOR 67724-3570",+61(4)2254825483,54:ba:c0:74:4c:bf,73.3.247.151,GB44FVYH5410935482716,2025-05-07T03:26:23.044274,1301,307.82,137.91,130.3
4454adfd-5943-41f5-bd71-b79138156fb4,Sr(a). Guillermo Piña,maria-del-carmen10,eugenioalmonte@example.com,29943939016,1982-05-18,"Privada Kazajstán 083 Edif. 316 , Depto. 707
San Carolina de la Montaña, BCS 94048",+83(2)2514037585,70:da:87:88:ca:7c,177.189.99.18,GB90TOQP3933363498736,2025-02-11T11:26:05.632882,3133,90.53,58.54,4428.44
1b8bf136-ef5f-4244-9b73-2d4b7ac52d9f,Ing. Anel Pelayo,renesarabia,jose-eduardode-la-garza@example.com,81919599472,2002-05-31,"Circuito Liberia 383 Interior 745
San Angélica de la Montaña, CHIS 91770-3787",796.683.9649x85274,18:a4:f2:a4:d8:8c,208.52.93.25,GB70PLYE6016759416114,2025-02-28T23:05:10.559043,3000,399.95,112.17,196.26
fffa0beb-293e-4bf1-bf48-201842ed94b3,Alma Lara Armendáriz,partidafernando,juanameza@example.com,34741614548,2007-04-15,"Boulevard Nuevo León 526 Interior 658
San Alonso los bajos, CHIS 19894",671.054.5864x868,da:75:3f:41:93:3d,187.230.79.136,GB25YSOQ8975586773442,2024-08-23T09:21:51.984793,2240,136.67,22.37,3983.91
